Hasil;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
Frame;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R;R
86;"257,7013776";"187,0962319";"135,0592463";"106,7941946";"91,67878708";"119,9416525";71;"55,08175742";"51,42956348";"150,6154043";"108,1665383";"88,141931";"78,51751397";"188,0957203";"159,6151622";"144,1700385";"132,1362933";"225,1443981";"208,0624906";"196,7358635";"185,7794391"
86;"252,7152548";"211,7474911";"175,8408371";"153,0130713";"138,2931669";"147,122398";"106,4377752";"90,33825325";"85,42833254";"154,1492783";"111,8793994";"91,02197537";"83,02409289";"171,2921481";"137,8187215";"121,5976973";"111,3238519";"194,3116054";"171,4934401";"158,757677";"146,5400969"
87;"254,3855342";"213,9252206";"176,1732102";"153,212271";"138,5388032";"148,7615542";"109,5901455";"89,4427191";"81,0246876";"155,1289786";"112,6410227";"92,02173656";"80,22468448";"172,1423829";"137,6117728";"122,0040983";"112,6410227";"195,829007";"174,0402252";"161,9289968";"150,7348666"
87;"251,6445906";"184,6104006";"131,1373326";"102,396289";"84,48076704";"135,0740538";"97,49358953";"76,4852927";"66,3098786";"163,6001222";130;"112,1472247";"100,6031809";"198,2851482";"173,6663468";"160,7980099";"151,845316";"232,9399064";"220,5810509";"212,3982109";"203,4158303"
88;"254,3855342";"188,1701358";"135,0037037";"102,3132445";"79,30952024";"137,640837";"99,00505038";"77,07788269";"64,62197769";"166,3881005";"131,4724306";"108,6738239";"92,65527508";"200,8233054";"174,2641673";"155,9294712";"140,6022759";"236,0444873";"220,9072203";"209,5375861";"195,4328529"
88;"253,7892827";"188,5205559";"135,1332676";"101,0445446";"76,4852927";"137,8767566";"99,31767214";"79,20227269";"69,35416354";"167,7200048";"131,3202193";"108,4665847";"94,20191081";"201,3256069";"174,1551033";"155,4252232";"140,0357097";"236,4085447";"220,6581066";"207,9639392";"194,833262"
89;"251,5750385";"187,6006397";"133,1352696";"102,2399139";"80,08120878";"137,9275172";"98,43271814";"77,83315489";"63,90618123";"167,3559082";"130,0499904";"109,0366911";"93,1933474";"201,0198995";"174,9428478";"157,6229679";"143,2236014";"235,7647132";"225,2820454";"215,8379021";"205,6234422"
89;"247,8083937";"182,10162";"129,6533841";101;"83,02409289";"141,675686";"105,7024125";"86,92525525";"72,23572523";"170,8800749";"135,3403118";"112,7874106";"94,42986816";"204,247399";"176,7399219";"157,1527919";"143,3492239";"237,7393531";"224,0178564";"214,704448";"203,4207462"
90;"250,3377718";"216,5917819";"181,1767093";"155,7080602";"139,78555";"162,788206";"129,3135724";"114,1577855";"102,0441081";"170,9883037";"130,3610371";"108,5218872";"94,9210198";"187,2164523";"150,8807476";"132,3820229";"121,1981848";"206,7002661";"180,3357979";"169,9558766";"162,3391512"
90;"254,8666318";"219,14607";"181,2208597";"153,3753566";"136,0147051";"164,6845469";"130,3840481";"113,3578405";"102,3132445";"173,4416328";"132,5631925";"112,5788612";"101,2422837";"189,7366596";"154,5477273";"138,1918956";"128,8914272";"209,5041766";"184,3908891";"174,8656627";"169,0680336"
91;"253,639508";"220,2271555";"183,4475402";"157,876534";"143,3387596";"168,1903683";"137,0328428";"120,0166655";108;"175,1370892";"138,2461573";"117,7200068";"103,406963";"191,3765921";"162,4838454";"157,0127383";"156,6684397";"212,9060826";"192,1067412";"191,8567174";"194,257561"
91;"258,0271304";"226,0088494";"192,6655133";"168,5763922";"155,0290295";"174,183811";"139,0143877";"119,1511645";"106,6770828";"180,5103875";"139,7139936";"118,1397478";"102,7861858";"196,468827";"166,6883319";"160,3277892";"159,2388144";"217,91971";"195,8187938";"195,9234544";"199,0226118"
92;"235,0191482";"160,6113321";"115,1347037";"98,73702446";"96,87620967";"128,082005";"115,8015544";"95,01578816";"78,00640999";"162,5945879";"144,5856148";"121,2476804";"103,7304198";"197,9898987";"181,7305698";"159,8905876";"144,1561653";"232,1421978";"222,9910312";"207,5090359";"194,8794499"
93;"237,2172001";"151,1191583";"99,50376877";"75,69015788";"70,00714249";"105,0809212";"74,41102069";"43,41658669";"15,55634919";"139,5170241";"98,68130522";"65,55150647";"44,14748011";"181,1353085";"147,0850094";"137,9311422";"138,101412";"220,4223219";"199,4241711";189;"186,3866948"
93;"250,6471624";"167,002994";"115,8490397";"92,19544457";"84,48076704";"102,7715914";"63,60031446";"47,70744177";41;"134,2385936";"86,64871609";"63,81222453";"49,57822102";"175,071414";"137,1787156";"134,171532";"137,2953022";"215,5226206";"190,0657781";"184,3908891";"183,1529416"
94;"251,9146681";"208,4826132";"174,1952927";"152,4532715";"141,1736519";"134,2013413";"98,41239759";"86,05230967";"76,65507159";"137,3207923";"102,4890238";"89,26925563";"76,53757247";150;"122,4826518";"111,4271062";"102,9563014";"170,0646936";"154,1200831";148;"145,1654229"
94;"265,2282036";"223,1882613";"187,6725872";"161,7930777";"144,222051";"138,1774222";"102,019606";"86,70063437";"75,96051606";139;"104,7377678";"92,6984358";"84,21995013";"150,2065245";"123,9758041";"114,5294722";"110,3856875";"169,8587649";"159,1760032";"157,0795977";"160,1249512"
95;"125,23977";"120,7683733";"119,4361754";"119,9708298";"119,2518344";"124,1974235";"110,1635148";"80,30566605";"50,03998401";"123,0162591";"106,0047169";"71,1758386";"36,01388621";"116,0172401";"103,0436801";"70,45565982";"42,42640687";"107,1680923";"98,99494937";"77,20103626";"52,32590181"
96;"1414,783729";"1392,539048";"1390,174809";"1400,254263";"1411,793186";"1434,724015";"1435,705402";"1425,836597";"1419,33259";"1454,539446";"1456,077264";"1442,653805";"1433,355853";"1463,864748";"1467,978201";"1453,143145";"1443,91828";"1465,518338";"1470,81542";"1459,479359";"1451,016885"
